Frame,Area,path
3840,0.0,3840.jpg
3849,921293.0,3849.jpg
3859,1943681.5,3859.jpg
3869,2091664.5,3869.jpg
3889,2121016.5,3889.jpg
3899,2743162.5,3899.jpg
3909,3378042.5,3909.jpg
3919,3378042.5,3919.jpg
3949,3859015.5,3949.jpg
3959,3859015.5,3959.jpg
3969,4811358.0,3969.jpg
3979,4811358.0,3979.jpg
3989,4811358.0,3989.jpg
3999,4874880.5,3999.jpg
4059,4874880.5,4059.jpg
