,0
0,87.66236062885802
1,87.8620138888889
2,84.58647135416666
3,82.34591049382716
4,92.44299961419753
5,82.02455729166667
6,76.21535686728394
7,80.85795621141975
8,81.02375626929012
9,81.50214554398148
10,79.1892042824074
11,79.42839554398148
12,78.15769483024691
13,78.39574025848765
14,75.24074411651235
15,86.56235918209876
16,84.60480999228395
17,83.84822000385803
18,85.51517602237654
19,83.5253940007716
20,81.12564380787038
21,79.77482783564815
22,78.01684992283951
23,76.41417390046297
24,79.57015673225308
25,80.29348090277777
26,79.11201581790124
27,85.27105758101852
28,83.25262876157407
29,80.4744782021605
30,78.11119405864197
31,78.64242717978395
32,78.13708863811729
33,78.22158275462964
34,81.78428771219136
35,79.74207947530864
36,71.89067708333333
37,75.51544367283951
38,75.38475887345679
39,71.684375
40,84.8440162037037
41,85.17471305941358
42,91.35101658950617
43,89.8835513117284
44,87.39929928626543
45,86.3502522183642
46,93.18357542438271
47,92.29263310185185
48,92.48920235339506
49,94.026328125
50,99.86220341435185
51,94.43146846064815
52,93.8096590470679
53,96.17994212962962
54,99.3916830632716
55,94.14698013117284
56,89.0404402970679
57,92.82897617669754
58,94.92496672453704
59,98.24564911265432
60,93.95989728009259
61,94.6546026234568
62,97.1416724537037
63,105.37209442515432
64,89.37938078703704
65,93.82664400077161
66,93.38150125385802
67,92.18278549382715
68,92.0249180169753
69,91.75300877700617
70,90.99206983024692
71,90.31914448302469
72,94.74998312114198
73,93.35998842592592
74,91.54354311342593
75,90.65815923996914
76,91.32321277006173
77,92.4043537808642
78,94.03575954861111
79,96.84517698688272
80,100.62170235339507
81,103.52965711805555
82,92.83249469521606
83,94.97655623070987
84,99.6225284529321
85,98.89045235339506
86,105.27321277006173
87,95.72632764274691
88,98.18425491898148
89,97.16329764660493
90,99.78657455632717
91,100.51210696373457
92,99.7650173611111
93,98.49501736111111
94,96.90897280092592
95,97.41905092592593
96,102.25042486496913
97,97.22520206404322
98,94.37500964506172
99,92.20369984567901
100,93.24018422067901
101,94.13496576003087
102,102.40354552469135
103,96.73835069444445
104,95.39516830632716
105,95.7926528742284
106,104.85194782021605
107,101.01329716435185
108,97.84614052854938
109,92.1724430941358
110,100.16968460648148
111,88.95003809799383
112,92.72986593364197
113,90.0085440779321
114,94.65154899691358
115,105.77562741126543
116,103.7915764853395
117,101.70326919367284
118,101.58196855709876
119,100.2494034529321
120,97.5944357638889
121,97.91677324459877
122,99.68643904320987
123,97.51920910493827
124,97.18137393904321
125,94.47518807870371
126,92.25574266975309
127,94.87572096836419
128,94.13175588348766
129,96.03151813271604
130,90.00187934027778
131,90.09390769675926
132,90.97681278935185
133,91.69982783564815
134,94.11692563657408
135,92.94907986111112
136,97.22362413194445
137,103.93024787808642
138,97.76971161265432
139,96.46170572916667
140,95.21736352237654
141,94.75980951003086
142,94.51255787037037
143,94.33901523919754
144,93.69601128472222
145,91.75450183256173
146,92.81679928626544
147,92.82791280864197
148,92.56977816358025
149,87.22836612654321
150,98.3046484375
151,98.9047227044753
152,98.76088638117284
153,88.85163194444445
154,98.15686680169753
155,96.23696325231481
156,107.16354070216049
157,98.30733748070988
158,87.28251977237655
159,97.84823206018518
160,97.26209297839506
161,99.70212866512345
162,93.01554398148149
163,99.8013208912037
164,98.86105324074074
165,96.65671923225308
166,87.58778838734568
167,93.63812065972222
168,93.7932595486111
169,88.76170862268519
170,87.06671826774691
171,91.77598572530864
172,94.97453414351853
173,92.10557050540123
174,89.09625289351852
175,89.10370225694444
176,89.91787374614198
177,91.15198061342592
178,91.63646460262346
179,90.87615788966049
