diffrence,color,mask,illumination,threshold,min_error
3965_002_df.jpg,3965_002_cl.jpg,3965_002_pr.jpg,2344751,26,0
3965_003_df.jpg,3965_003_cl.jpg,3965_003_pr.jpg,2197842,91,0
3965_004_df.jpg,3965_004_cl.jpg,3965_004_pr.jpg,2146918,8,0
3965_005_df.jpg,3965_005_cl.jpg,3965_005_pr.jpg,2258503,59,0
3965_006_df.jpg,3965_006_cl.jpg,3965_006_pr.jpg,2303146,67,0
3965_007_df.jpg,3965_007_cl.jpg,3965_007_pr.jpg,2447140,66,0
3965_008_df.jpg,3965_008_cl.jpg,3965_008_pr.jpg,2463189,73,0
3965_009_df.jpg,3965_009_cl.jpg,3965_009_pr.jpg,2369811,74,0
3965_010_df.jpg,3965_010_cl.jpg,3965_010_pr.jpg,2223583,100,0
3965_011_df.jpg,3965_011_cl.jpg,3965_011_pr.jpg,2185856,86,0
3965_012_df.jpg,3965_012_cl.jpg,3965_012_pr.jpg,2189130,106,0
3965_013_df.jpg,3965_013_cl.jpg,3965_013_pr.jpg,2308506,107,0
3965_014_df.jpg,3965_014_cl.jpg,3965_014_pr.jpg,2268794,98,0
3965_015_df.jpg,3965_015_cl.jpg,3965_015_pr.jpg,2110790,11,0
3965_016_df.jpg,3965_016_cl.jpg,3965_016_pr.jpg,2073931,48,0
3965_017_df.jpg,3965_017_cl.jpg,3965_017_pr.jpg,2186706,182,0
3965_018_df.jpg,3965_018_cl.jpg,3965_018_pr.jpg,2421285,44,258117
3965_019_df.jpg,3965_019_cl.jpg,3965_019_pr.jpg,2358716,43,129555
3965_020_df.jpg,3965_020_cl.jpg,3965_020_pr.jpg,2123612,133,457377
3965_021_df.jpg,3965_021_cl.jpg,3965_021_pr.jpg,2191061,113,0
3965_022_df.jpg,3965_022_cl.jpg,3965_022_pr.jpg,2326173,116,223476
3965_023_df.jpg,3965_023_cl.jpg,3965_023_pr.jpg,2335289,62,769797
3965_024_df.jpg,3965_024_cl.jpg,3965_024_pr.jpg,2453788,93,933162
3965_025_df.jpg,3965_025_cl.jpg,3965_025_pr.jpg,2474283,80,683229
3965_026_df.jpg,3965_026_cl.jpg,3965_026_pr.jpg,2416976,71,948987
3965_027_df.jpg,3965_027_cl.jpg,3965_027_pr.jpg,2266525,84,1089432
3965_028_df.jpg,3965_028_cl.jpg,3965_028_pr.jpg,2094096,78,1172025
3965_029_df.jpg,3965_029_cl.jpg,3965_029_pr.jpg,2142911,69,1042731
3965_030_df.jpg,3965_030_cl.jpg,3965_030_pr.jpg,2183392,63,998088
3965_031_df.jpg,3965_031_cl.jpg,3965_031_pr.jpg,2160556,46,0
3965_032_df.jpg,3965_032_cl.jpg,3965_032_pr.jpg,2007228,106,247569
3965_033_df.jpg,3965_033_cl.jpg,3965_033_pr.jpg,2088154,69,1399584
3965_034_df.jpg,3965_034_cl.jpg,3965_034_pr.jpg,1956754,37,66
3965_035_df.jpg,3965_035_cl.jpg,3965_035_pr.jpg,2175480,64,1316709
3965_036_df.jpg,3965_036_cl.jpg,3965_036_pr.jpg,2064394,76,2367066
3965_037_df.jpg,3965_037_cl.jpg,3965_037_pr.jpg,1893321,77,2025996
3965_038_df.jpg,3965_038_cl.jpg,3965_038_pr.jpg,2145403,165,7884
3965_039_df.jpg,3965_039_cl.jpg,3965_039_pr.jpg,2083331,141,183543
3965_040_df.jpg,3965_040_cl.jpg,3965_040_pr.jpg,1995462,66,1117968
3965_041_df.jpg,3965_041_cl.jpg,3965_041_pr.jpg,2039674,89,939369
3965_042_df.jpg,3965_042_cl.jpg,3965_042_pr.jpg,1843472,69,859305
3965_043_df.jpg,3965_043_cl.jpg,3965_043_pr.jpg,1743264,67,990102
3965_044_df.jpg,3965_044_cl.jpg,3965_044_pr.jpg,1637014,87,1005702
3965_045_df.jpg,3965_045_cl.jpg,3965_045_pr.jpg,1547503,87,851412
3965_046_df.jpg,3965_046_cl.jpg,3965_046_pr.jpg,1592563,103,444747
3965_047_df.jpg,3965_047_cl.jpg,3965_047_pr.jpg,2106888,138,180441
3965_048_df.jpg,3965_048_cl.jpg,3965_048_pr.jpg,2044801,79,0
3965_049_df.jpg,3965_049_cl.jpg,3965_049_pr.jpg,1467411,141,0
3965_050_df.jpg,3965_050_cl.jpg,3965_050_pr.jpg,1392422,143,0
3965_051_df.jpg,3965_051_cl.jpg,3965_051_pr.jpg,1834980,208,0
3965_052_df.jpg,3965_052_cl.jpg,3965_052_pr.jpg,1986950,195,0
3965_053_df.jpg,3965_053_cl.jpg,3965_053_pr.jpg,1513522,236,0
3965_054_df.jpg,3965_054_cl.jpg,3965_054_pr.jpg,1508454,241,0
3965_055_df.jpg,3965_055_cl.jpg,3965_055_pr.jpg,1436740,156,0
3965_056_df.jpg,3965_056_cl.jpg,3965_056_pr.jpg,1369447,133,0
3965_057_df.jpg,3965_057_cl.jpg,3965_057_pr.jpg,1342666,105,0
3965_058_df.jpg,3965_058_cl.jpg,3965_058_pr.jpg,1433655,128,0
3965_059_df.jpg,3965_059_cl.jpg,3965_059_pr.jpg,1432983,132,0
3965_060_df.jpg,3965_060_cl.jpg,3965_060_pr.jpg,1377494,98,0
3965_061_df.jpg,3965_061_cl.jpg,3965_061_pr.jpg,1432857,106,0
3965_062_df.jpg,3965_062_cl.jpg,3965_062_pr.jpg,1363414,123,0
3965_063_df.jpg,3965_063_cl.jpg,3965_063_pr.jpg,1867959,92,0
3965_064_df.jpg,3965_064_cl.jpg,3965_064_pr.jpg,2161079,165,0
3965_065_df.jpg,3965_065_cl.jpg,3965_065_pr.jpg,1411374,147,0
3965_066_df.jpg,3965_066_cl.jpg,3965_066_pr.jpg,1442025,137,0
3965_067_df.jpg,3965_067_cl.jpg,3965_067_pr.jpg,912204,129,0
3970_000_df.jpg,3970_000_cl.jpg,3970_000_pr.jpg,2487526,50,0
3970_001_df.jpg,3970_001_cl.jpg,3970_001_pr.jpg,2529541,10,0
3970_002_df.jpg,3970_002_cl.jpg,3970_002_pr.jpg,2296873,27,0
3970_003_df.jpg,3970_003_cl.jpg,3970_003_pr.jpg,2190484,48,0
3970_004_df.jpg,3970_004_cl.jpg,3970_004_pr.jpg,2162363,7,0
3970_005_df.jpg,3970_005_cl.jpg,3970_005_pr.jpg,2307840,6,0
3970_006_df.jpg,3970_006_cl.jpg,3970_006_pr.jpg,2321578,40,0
3970_007_df.jpg,3970_007_cl.jpg,3970_007_pr.jpg,2470117,20,0
3970_008_df.jpg,3970_008_cl.jpg,3970_008_pr.jpg,2483930,6,0
3970_009_df.jpg,3970_009_cl.jpg,3970_009_pr.jpg,2359535,8,0
3970_010_df.jpg,3970_010_cl.jpg,3970_010_pr.jpg,2216002,9,0
3970_011_df.jpg,3970_011_cl.jpg,3970_011_pr.jpg,2181550,11,0
3970_012_df.jpg,3970_012_cl.jpg,3970_012_pr.jpg,2212190,16,0
3970_013_df.jpg,3970_013_cl.jpg,3970_013_pr.jpg,2334644,32,0
3970_014_df.jpg,3970_014_cl.jpg,3970_014_pr.jpg,2207275,22,0
3970_015_df.jpg,3970_015_cl.jpg,3970_015_pr.jpg,2047255,11,0
3970_016_df.jpg,3970_016_cl.jpg,3970_016_pr.jpg,2232909,49,0
3970_017_df.jpg,3970_017_cl.jpg,3970_017_pr.jpg,2402816,67,0
3970_018_df.jpg,3970_018_cl.jpg,3970_018_pr.jpg,2270395,106,0
3970_019_df.jpg,3970_019_cl.jpg,3970_019_pr.jpg,2133910,64,0
3970_020_df.jpg,3970_020_cl.jpg,3970_020_pr.jpg,2185988,61,0
3970_021_df.jpg,3970_021_cl.jpg,3970_021_pr.jpg,2370663,39,0
3970_022_df.jpg,3970_022_cl.jpg,3970_022_pr.jpg,2320067,88,0
3970_023_df.jpg,3970_023_cl.jpg,3970_023_pr.jpg,2446304,83,0
3970_024_df.jpg,3970_024_cl.jpg,3970_024_pr.jpg,2459624,100,0
3970_025_df.jpg,3970_025_cl.jpg,3970_025_pr.jpg,2385828,109,0
3970_026_df.jpg,3970_026_cl.jpg,3970_026_pr.jpg,2246607,92,0
3970_027_df.jpg,3970_027_cl.jpg,3970_027_pr.jpg,2096776,108,0
3970_028_df.jpg,3970_028_cl.jpg,3970_028_pr.jpg,2174781,82,55137
3970_029_df.jpg,3970_029_cl.jpg,3970_029_pr.jpg,2128262,93,43746
3970_030_df.jpg,3970_030_cl.jpg,3970_030_pr.jpg,2142016,9,0
3970_031_df.jpg,3970_031_cl.jpg,3970_031_pr.jpg,1960508,62,325587
3970_032_df.jpg,3970_032_cl.jpg,3970_032_pr.jpg,1975785,7,0
3970_033_df.jpg,3970_033_cl.jpg,3970_033_pr.jpg,2089093,109,0
3970_034_df.jpg,3970_034_cl.jpg,3970_034_pr.jpg,1881367,153,0
3970_035_df.jpg,3970_035_cl.jpg,3970_035_pr.jpg,1878888,118,0
3970_036_df.jpg,3970_036_cl.jpg,3970_036_pr.jpg,2064910,118,0
3970_037_df.jpg,3970_037_cl.jpg,3970_037_pr.jpg,1883569,189,0
3970_038_df.jpg,3970_038_cl.jpg,3970_038_pr.jpg,1859269,140,0
3970_039_df.jpg,3970_039_cl.jpg,3970_039_pr.jpg,1899711,105,1689834
3970_040_df.jpg,3970_040_cl.jpg,3970_040_pr.jpg,1677115,80,2408736
3970_041_df.jpg,3970_041_cl.jpg,3970_041_pr.jpg,1609996,78,2197572
3970_042_df.jpg,3970_042_cl.jpg,3970_042_pr.jpg,1595479,62,1958829
3970_043_df.jpg,3970_043_cl.jpg,3970_043_pr.jpg,1485344,66,2086593
3970_044_df.jpg,3970_044_cl.jpg,3970_044_pr.jpg,1607299,50,1951569
3970_045_df.jpg,3970_045_cl.jpg,3970_045_pr.jpg,2178338,13,131259
3970_046_df.jpg,3970_046_cl.jpg,3970_046_pr.jpg,1902127,103,0
3970_047_df.jpg,3970_047_cl.jpg,3970_047_pr.jpg,1406319,90,579174
3970_048_df.jpg,3970_048_cl.jpg,3970_048_pr.jpg,1832549,183,0
3970_049_df.jpg,3970_049_cl.jpg,3970_049_pr.jpg,1986524,83,0
3970_050_df.jpg,3970_050_cl.jpg,3970_050_pr.jpg,1515802,149,0
3970_051_df.jpg,3970_051_cl.jpg,3970_051_pr.jpg,1465002,139,0
3970_052_df.jpg,3970_052_cl.jpg,3970_052_pr.jpg,1407219,147,0
3970_053_df.jpg,3970_053_cl.jpg,3970_053_pr.jpg,1373151,140,0
3970_054_df.jpg,3970_054_cl.jpg,3970_054_pr.jpg,1392011,131,0
3970_055_df.jpg,3970_055_cl.jpg,3970_055_pr.jpg,1384214,118,0
3970_056_df.jpg,3970_056_cl.jpg,3970_056_pr.jpg,1439809,131,0
3970_057_df.jpg,3970_057_cl.jpg,3970_057_pr.jpg,1337694,93,0
3970_058_df.jpg,3970_058_cl.jpg,3970_058_pr.jpg,1357204,130,0
3970_059_df.jpg,3970_059_cl.jpg,3970_059_pr.jpg,1317573,114,0
3970_060_df.jpg,3970_060_cl.jpg,3970_060_pr.jpg,2071783,112,0
3970_061_df.jpg,3970_061_cl.jpg,3970_061_pr.jpg,2028694,46,0
3970_062_df.jpg,3970_062_cl.jpg,3970_062_pr.jpg,1309890,98,0
3970_063_df.jpg,3970_063_cl.jpg,3970_063_pr.jpg,1499756,98,0
3977_000_df.jpg,3977_000_cl.jpg,3977_000_pr.jpg,2525048,8,0
3977_001_df.jpg,3977_001_cl.jpg,3977_001_pr.jpg,2328901,5,0
3977_002_df.jpg,3977_002_cl.jpg,3977_002_pr.jpg,2184452,6,0
3977_003_df.jpg,3977_003_cl.jpg,3977_003_pr.jpg,2083173,39,0
3977_004_df.jpg,3977_004_cl.jpg,3977_004_pr.jpg,2287667,5,0
3977_005_df.jpg,3977_005_cl.jpg,3977_005_pr.jpg,2376174,19,0
3977_006_df.jpg,3977_006_cl.jpg,3977_006_pr.jpg,2431977,7,0
3977_007_df.jpg,3977_007_cl.jpg,3977_007_pr.jpg,2410521,8,0
3977_008_df.jpg,3977_008_cl.jpg,3977_008_pr.jpg,2271226,6,0
3977_009_df.jpg,3977_009_cl.jpg,3977_009_pr.jpg,2144594,17,0
3977_010_df.jpg,3977_010_cl.jpg,3977_010_pr.jpg,2149524,7,0
3977_011_df.jpg,3977_011_cl.jpg,3977_011_pr.jpg,2184907,8,0
3977_012_df.jpg,3977_012_cl.jpg,3977_012_pr.jpg,2294097,13,0
3977_013_df.jpg,3977_013_cl.jpg,3977_013_pr.jpg,2201767,12,0
3977_014_df.jpg,3977_014_cl.jpg,3977_014_pr.jpg,2021105,7,0
3977_015_df.jpg,3977_015_cl.jpg,3977_015_pr.jpg,2275917,38,0
3977_016_df.jpg,3977_016_cl.jpg,3977_016_pr.jpg,2531864,73,0
3977_017_df.jpg,3977_017_cl.jpg,3977_017_pr.jpg,2349304,75,0
3977_018_df.jpg,3977_018_cl.jpg,3977_018_pr.jpg,2216207,25,0
3977_019_df.jpg,3977_019_cl.jpg,3977_019_pr.jpg,2140974,34,0
3977_020_df.jpg,3977_020_cl.jpg,3977_020_pr.jpg,2363063,36,0
3977_021_df.jpg,3977_021_cl.jpg,3977_021_pr.jpg,2490611,39,0
3977_022_df.jpg,3977_022_cl.jpg,3977_022_pr.jpg,2525810,34,0
3977_023_df.jpg,3977_023_cl.jpg,3977_023_pr.jpg,2508606,38,0
3977_024_df.jpg,3977_024_cl.jpg,3977_024_pr.jpg,2377392,40,0
3977_025_df.jpg,3977_025_cl.jpg,3977_025_pr.jpg,2201643,39,0
3977_026_df.jpg,3977_026_cl.jpg,3977_026_pr.jpg,2109757,35,0
3977_027_df.jpg,3977_027_cl.jpg,3977_027_pr.jpg,2126157,46,0
3977_028_df.jpg,3977_028_cl.jpg,3977_028_pr.jpg,2167802,74,0
3977_029_df.jpg,3977_029_cl.jpg,3977_029_pr.jpg,2113165,12,0
3977_030_df.jpg,3977_030_cl.jpg,3977_030_pr.jpg,2229962,52,0
3977_031_df.jpg,3977_031_cl.jpg,3977_031_pr.jpg,2492049,69,0
3977_032_df.jpg,3977_032_cl.jpg,3977_032_pr.jpg,2435140,99,0
3977_033_df.jpg,3977_033_cl.jpg,3977_033_pr.jpg,2317486,78,0
3977_034_df.jpg,3977_034_cl.jpg,3977_034_pr.jpg,2114078,57,0
3977_035_df.jpg,3977_035_cl.jpg,3977_035_pr.jpg,2158222,50,0
3977_036_df.jpg,3977_036_cl.jpg,3977_036_pr.jpg,2232950,89,191568
3977_037_df.jpg,3977_037_cl.jpg,3977_037_pr.jpg,2370336,68,403029
3977_038_df.jpg,3977_038_cl.jpg,3977_038_pr.jpg,2477097,74,394635
3977_039_df.jpg,3977_039_cl.jpg,3977_039_pr.jpg,2427298,75,822834
3977_040_df.jpg,3977_040_cl.jpg,3977_040_pr.jpg,2335214,45,963687
3977_041_df.jpg,3977_041_cl.jpg,3977_041_pr.jpg,2143197,25,1632054
3977_042_df.jpg,3977_042_cl.jpg,3977_042_pr.jpg,2041450,34,1814862
3977_043_df.jpg,3977_043_cl.jpg,3977_043_pr.jpg,2099891,70,1127193
3977_044_df.jpg,3977_044_cl.jpg,3977_044_pr.jpg,2194451,28,0
3977_045_df.jpg,3977_045_cl.jpg,3977_045_pr.jpg,1921382,47,885645
3977_046_df.jpg,3977_046_cl.jpg,3977_046_pr.jpg,1879061,36,1245609
3977_047_df.jpg,3977_047_cl.jpg,3977_047_pr.jpg,1696328,31,1796757
3977_048_df.jpg,3977_048_cl.jpg,3977_048_pr.jpg,2142996,95,0
3977_049_df.jpg,3977_049_cl.jpg,3977_049_pr.jpg,2046067,98,0
3977_050_df.jpg,3977_050_cl.jpg,3977_050_pr.jpg,1899307,108,0
3977_051_df.jpg,3977_051_cl.jpg,3977_051_pr.jpg,2039235,108,0
3977_052_df.jpg,3977_052_cl.jpg,3977_052_pr.jpg,1978808,86,1659450
3977_053_df.jpg,3977_053_cl.jpg,3977_053_pr.jpg,1864865,42,2848560
3977_054_df.jpg,3977_054_cl.jpg,3977_054_pr.jpg,1925957,29,2353098
3977_055_df.jpg,3977_055_cl.jpg,3977_055_pr.jpg,1818602,54,2335644
3977_056_df.jpg,3977_056_cl.jpg,3977_056_pr.jpg,1714531,54,1268394
3977_057_df.jpg,3977_057_cl.jpg,3977_057_pr.jpg,1636846,62,993114
3977_058_df.jpg,3977_058_cl.jpg,3977_058_pr.jpg,1611885,82,896394
3977_059_df.jpg,3977_059_cl.jpg,3977_059_pr.jpg,2178150,91,56436
3977_060_df.jpg,3977_060_cl.jpg,3977_060_pr.jpg,1907213,62,0
3977_061_df.jpg,3977_061_cl.jpg,3977_061_pr.jpg,1234050,99,0
3977_062_df.jpg,3977_062_cl.jpg,3977_062_pr.jpg,1242681,99,0
3977_063_df.jpg,3977_063_cl.jpg,3977_063_pr.jpg,367843,104,0
3977_064_df.jpg,3977_064_cl.jpg,3977_064_pr.jpg,1979682,128,0
3977_065_df.jpg,3977_065_cl.jpg,3977_065_pr.jpg,1645833,99,0
3977_066_df.jpg,3977_066_cl.jpg,3977_066_pr.jpg,1380823,142,0
3977_067_df.jpg,3977_067_cl.jpg,3977_067_pr.jpg,1414316,118,0
3977_068_df.jpg,3977_068_cl.jpg,3977_068_pr.jpg,1299501,143,0
3977_069_df.jpg,3977_069_cl.jpg,3977_069_pr.jpg,1239309,128,0
3977_070_df.jpg,3977_070_cl.jpg,3977_070_pr.jpg,1302757,123,0
3977_071_df.jpg,3977_071_cl.jpg,3977_071_pr.jpg,1296619,134,0
3977_072_df.jpg,3977_072_cl.jpg,3977_072_pr.jpg,1264719,120,0
3977_073_df.jpg,3977_073_cl.jpg,3977_073_pr.jpg,1371768,91,0
3977_074_df.jpg,3977_074_cl.jpg,3977_074_pr.jpg,1773350,75,0
3977_075_df.jpg,3977_075_cl.jpg,3977_075_pr.jpg,2095925,70,0
3977_076_df.jpg,3977_076_cl.jpg,3977_076_pr.jpg,1450150,79,0
3977_077_df.jpg,3977_077_cl.jpg,3977_077_pr.jpg,1406685,75,0
3977_078_df.jpg,3977_078_cl.jpg,3977_078_pr.jpg,401772,58,0
3977_079_df.jpg,3977_079_cl.jpg,3977_079_pr.jpg,0,0,0
3986_000_df.jpg,3986_000_cl.jpg,3986_000_pr.jpg,2528019,6,0
3986_001_df.jpg,3986_001_cl.jpg,3986_001_pr.jpg,2311335,6,0
3986_002_df.jpg,3986_002_cl.jpg,3986_002_pr.jpg,2209300,8,0
3986_003_df.jpg,3986_003_cl.jpg,3986_003_pr.jpg,2207563,13,0
3986_004_df.jpg,3986_004_cl.jpg,3986_004_pr.jpg,2384987,6,0
3986_005_df.jpg,3986_005_cl.jpg,3986_005_pr.jpg,2510681,6,0
3986_006_df.jpg,3986_006_cl.jpg,3986_006_pr.jpg,2453240,45,0
3986_007_df.jpg,3986_007_cl.jpg,3986_007_pr.jpg,2501730,6,0
3986_008_df.jpg,3986_008_cl.jpg,3986_008_pr.jpg,2331139,8,0
3986_009_df.jpg,3986_009_cl.jpg,3986_009_pr.jpg,2148885,41,0
3986_010_df.jpg,3986_010_cl.jpg,3986_010_pr.jpg,2106569,39,0
3986_011_df.jpg,3986_011_cl.jpg,3986_011_pr.jpg,2206901,36,0
3986_012_df.jpg,3986_012_cl.jpg,3986_012_pr.jpg,2140687,42,0
3986_013_df.jpg,3986_013_cl.jpg,3986_013_pr.jpg,2059948,23,0
3986_014_df.jpg,3986_014_cl.jpg,3986_014_pr.jpg,2415802,102,0
3986_015_df.jpg,3986_015_cl.jpg,3986_015_pr.jpg,2433531,117,0
3986_016_df.jpg,3986_016_cl.jpg,3986_016_pr.jpg,2267658,92,0
3986_017_df.jpg,3986_017_cl.jpg,3986_017_pr.jpg,2155172,125,0
3986_018_df.jpg,3986_018_cl.jpg,3986_018_pr.jpg,2111858,54,0
3986_019_df.jpg,3986_019_cl.jpg,3986_019_pr.jpg,2284650,33,0
3986_020_df.jpg,3986_020_cl.jpg,3986_020_pr.jpg,2394526,57,0
3986_021_df.jpg,3986_021_cl.jpg,3986_021_pr.jpg,2338273,69,804
3986_022_df.jpg,3986_022_cl.jpg,3986_022_pr.jpg,2403513,82,31206
3986_023_df.jpg,3986_023_cl.jpg,3986_023_pr.jpg,2260740,109,317922
3986_024_df.jpg,3986_024_cl.jpg,3986_024_pr.jpg,2085918,75,922695
3986_025_df.jpg,3986_025_cl.jpg,3986_025_pr.jpg,2124542,41,660528
3986_026_df.jpg,3986_026_cl.jpg,3986_026_pr.jpg,2173976,122,0
3986_027_df.jpg,3986_027_cl.jpg,3986_027_pr.jpg,2046259,95,147804
3986_028_df.jpg,3986_028_cl.jpg,3986_028_pr.jpg,1990658,57,1053213
3986_029_df.jpg,3986_029_cl.jpg,3986_029_pr.jpg,1940486,65,1069710
3986_030_df.jpg,3986_030_cl.jpg,3986_030_pr.jpg,2109334,123,0
3986_031_df.jpg,3986_031_cl.jpg,3986_031_pr.jpg,1998262,90,0
3986_032_df.jpg,3986_032_cl.jpg,3986_032_pr.jpg,1945900,97,0
3986_033_df.jpg,3986_033_cl.jpg,3986_033_pr.jpg,1901963,110,0
3986_034_df.jpg,3986_034_cl.jpg,3986_034_pr.jpg,1975336,99,0
3986_035_df.jpg,3986_035_cl.jpg,3986_035_pr.jpg,1927872,84,0
3986_036_df.jpg,3986_036_cl.jpg,3986_036_pr.jpg,1854744,68,1236015
3986_037_df.jpg,3986_037_cl.jpg,3986_037_pr.jpg,1898200,26,2268777
3986_038_df.jpg,3986_038_cl.jpg,3986_038_pr.jpg,1773577,26,1682811
3986_039_df.jpg,3986_039_cl.jpg,3986_039_pr.jpg,1674121,56,2541642
3986_040_df.jpg,3986_040_cl.jpg,3986_040_pr.jpg,1914542,45,851694
3986_041_df.jpg,3986_041_cl.jpg,3986_041_pr.jpg,2157504,35,0
3986_042_df.jpg,3986_042_cl.jpg,3986_042_pr.jpg,1396318,115,0
3986_043_df.jpg,3986_043_cl.jpg,3986_043_pr.jpg,1233210,169,0
3986_044_df.jpg,3986_044_cl.jpg,3986_044_pr.jpg,707864,82,0
3986_045_df.jpg,3986_045_cl.jpg,3986_045_pr.jpg,1920958,103,0
3986_046_df.jpg,3986_046_cl.jpg,3986_046_pr.jpg,1724581,113,0
3986_047_df.jpg,3986_047_cl.jpg,3986_047_pr.jpg,1348180,152,0
3986_048_df.jpg,3986_048_cl.jpg,3986_048_pr.jpg,1352827,139,0
3986_049_df.jpg,3986_049_cl.jpg,3986_049_pr.jpg,1307396,129,0
3986_050_df.jpg,3986_050_cl.jpg,3986_050_pr.jpg,1260769,113,0
3986_051_df.jpg,3986_051_cl.jpg,3986_051_pr.jpg,1331220,122,0
3986_052_df.jpg,3986_052_cl.jpg,3986_052_pr.jpg,1317615,112,0
3986_053_df.jpg,3986_053_cl.jpg,3986_053_pr.jpg,1324791,165,0
3986_054_df.jpg,3986_054_cl.jpg,3986_054_pr.jpg,1393881,135,0
3986_055_df.jpg,3986_055_cl.jpg,3986_055_pr.jpg,2035084,101,0
3986_056_df.jpg,3986_056_cl.jpg,3986_056_pr.jpg,1595831,109,0
3986_057_df.jpg,3986_057_cl.jpg,3986_057_pr.jpg,1362253,109,0
3986_058_df.jpg,3986_058_cl.jpg,3986_058_pr.jpg,678338,74,0
3986_059_df.jpg,3986_059_cl.jpg,3986_059_pr.jpg,1475,24,0
3990_000_df.jpg,3990_000_cl.jpg,3990_000_pr.jpg,1963332,32,0
3990_001_df.jpg,3990_001_cl.jpg,3990_001_pr.jpg,2005797,10,0
3990_002_df.jpg,3990_002_cl.jpg,3990_002_pr.jpg,2481520,15,0
3990_003_df.jpg,3990_003_cl.jpg,3990_003_pr.jpg,2539514,6,0
3990_004_df.jpg,3990_004_cl.jpg,3990_004_pr.jpg,2390048,8,0
3990_005_df.jpg,3990_005_cl.jpg,3990_005_pr.jpg,2192958,8,0
3990_006_df.jpg,3990_006_cl.jpg,3990_006_pr.jpg,2115690,9,0
3990_007_df.jpg,3990_007_cl.jpg,3990_007_pr.jpg,2173115,10,0
3990_008_df.jpg,3990_008_cl.jpg,3990_008_pr.jpg,2283523,8,0
3990_009_df.jpg,3990_009_cl.jpg,3990_009_pr.jpg,2361166,33,0
3990_010_df.jpg,3990_010_cl.jpg,3990_010_pr.jpg,2354000,35,0
3990_011_df.jpg,3990_011_cl.jpg,3990_011_pr.jpg,2239013,7,0
3990_012_df.jpg,3990_012_cl.jpg,3990_012_pr.jpg,2131182,8,0
3990_013_df.jpg,3990_013_cl.jpg,3990_013_pr.jpg,2110359,7,0
3990_014_df.jpg,3990_014_cl.jpg,3990_014_pr.jpg,2103382,26,0
3990_015_df.jpg,3990_015_cl.jpg,3990_015_pr.jpg,2232895,27,0
3990_016_df.jpg,3990_016_cl.jpg,3990_016_pr.jpg,2261996,137,0
3990_017_df.jpg,3990_017_cl.jpg,3990_017_pr.jpg,2106717,159,0
3990_018_df.jpg,3990_018_cl.jpg,3990_018_pr.jpg,2010210,23,0
3990_019_df.jpg,3990_019_cl.jpg,3990_019_pr.jpg,2341444,40,0
3990_020_df.jpg,3990_020_cl.jpg,3990_020_pr.jpg,1942312,12,0
3990_021_df.jpg,3990_021_cl.jpg,3990_021_pr.jpg,2202941,8,0
3990_022_df.jpg,3990_022_cl.jpg,3990_022_pr.jpg,2538166,7,0
3990_023_df.jpg,3990_023_cl.jpg,3990_023_pr.jpg,2436259,8,0
3990_024_df.jpg,3990_024_cl.jpg,3990_024_pr.jpg,2229158,8,0
3990_025_df.jpg,3990_025_cl.jpg,3990_025_pr.jpg,2144697,8,0
3990_026_df.jpg,3990_026_cl.jpg,3990_026_pr.jpg,2242795,9,0
3990_027_df.jpg,3990_027_cl.jpg,3990_027_pr.jpg,2411838,6,0
3990_028_df.jpg,3990_028_cl.jpg,3990_028_pr.jpg,2513467,46,0
3990_029_df.jpg,3990_029_cl.jpg,3990_029_pr.jpg,2516333,41,0
3990_030_df.jpg,3990_030_cl.jpg,3990_030_pr.jpg,2367680,7,0
3990_031_df.jpg,3990_031_cl.jpg,3990_031_pr.jpg,2195452,7,0
3990_032_df.jpg,3990_032_cl.jpg,3990_032_pr.jpg,2086907,8,0
3990_033_df.jpg,3990_033_cl.jpg,3990_033_pr.jpg,2114625,9,0
3990_034_df.jpg,3990_034_cl.jpg,3990_034_pr.jpg,2187724,59,0
3990_035_df.jpg,3990_035_cl.jpg,3990_035_pr.jpg,2160927,152,0
3990_036_df.jpg,3990_036_cl.jpg,3990_036_pr.jpg,2006696,21,0
3990_037_df.jpg,3990_037_cl.jpg,3990_037_pr.jpg,2428216,45,0
3990_038_df.jpg,3990_038_cl.jpg,3990_038_pr.jpg,2343418,37,0
3990_039_df.jpg,3990_039_cl.jpg,3990_039_pr.jpg,2248905,38,0
3990_040_df.jpg,3990_040_cl.jpg,3990_040_pr.jpg,1978160,8,0
3990_041_df.jpg,3990_041_cl.jpg,3990_041_pr.jpg,2408139,8,0
3990_042_df.jpg,3990_042_cl.jpg,3990_042_pr.jpg,2453101,10,0
3990_043_df.jpg,3990_043_cl.jpg,3990_043_pr.jpg,2197639,8,0
3990_044_df.jpg,3990_044_cl.jpg,3990_044_pr.jpg,2156127,32,0
3990_045_df.jpg,3990_045_cl.jpg,3990_045_pr.jpg,2227269,37,0
3990_046_df.jpg,3990_046_cl.jpg,3990_046_pr.jpg,2407134,8,0
3990_047_df.jpg,3990_047_cl.jpg,3990_047_pr.jpg,2517266,44,0
3990_048_df.jpg,3990_048_cl.jpg,3990_048_pr.jpg,2517208,42,0
3990_049_df.jpg,3990_049_cl.jpg,3990_049_pr.jpg,2384129,11,0
3990_050_df.jpg,3990_050_cl.jpg,3990_050_pr.jpg,2208631,11,0
3990_051_df.jpg,3990_051_cl.jpg,3990_051_pr.jpg,2091123,42,0
